Date,Revenue,COGS,is_gross_loss,gross_loss_amount,is_revenue_outlier,is_cogs_outlier,gross_profit,gross_margin
2012-10-07,3389598.07,2725469.75,0,0.0,0,0,664128.3199999998,0.19593128928115064
2012-10-08,4037039.45,3285493.04,0,0.0,0,0,751546.4100000001,0.18616276093115713
2012-10-09,4298675.76,3472700.63,0,0.0,0,0,825975.1299999999,0.19214641348060174
2012-10-10,3548716.67,2839202.59,0,0.0,0,0,709514.0800000001,0.19993539805475655
2012-10-11,3421490.39,2765374.16,0,0.0,0,0,656116.23,0.19176328301772608
2012-10-12,2380119.87,1830898.15,0,0.0,0,0,549221.7200000002,0.23075380652992078
2012-10-13,2798011.44,2256579.15,0,0.0,0,0,541432.29,0.19350610303437504
2012-10-14,3055629.78,2516987.32,0,0.0,0,0,538642.46,0.176278704810895
2012-10-15,3234517.3,2632811.8,0,0.0,0,0,601705.5,0.1860263662834637
2012-10-16,3549298.21,2763325.25,0,0.0,0,0,785972.96,0.22144461059528722
2012-10-17,3818048.0,3108682.75,0,0.0,0,0,709365.25,0.1857926484947282
2012-10-18,2909728.89,2301277.14,0,0.0,0,0,608451.75,0.2091094301228868
2012-10-19,2877379.81,2352068.71,0,0.0,0,0,525311.1000000001,0.182565783694715
2012-10-20,3242557.3,2647331.71,0,0.0,0,0,595225.5899999999,0.18356671445713538
2012-10-21,2395609.91,1920246.47,0,0.0,0,0,475363.4400000002,0.19843107094176285
2012-10-22,3596158.34,2873316.18,0,0.0,0,0,722842.1599999997,0.20100398582560736
2012-10-23,3999141.88,3151858.27,0,0.0,0,0,847283.6099999999,0.21186635418896413
2012-10-24,3829179.99,3037851.31,0,0.0,0,0,791328.6800000002,0.20665747811974755
2012-10-25,3104460.52,2528526.7,0,0.0,0,0,575933.8199999998,0.18551816532683746
2012-10-26,2138927.17,1671777.12,0,0.0,0,0,467150.0499999998,0.21840390666504078
2012-10-27,2816872.34,2296869.06,0,0.0,0,0,520003.2799999998,0.18460306937445373
2012-10-28,6259883.83,5044146.85,0,0.0,0,0,1215736.9800000004,0.19421078937178943
2012-10-29,5424539.1,4294440.71,0,0.0,0,0,1130098.3899999997,0.20833076675583365
2012-10-30,6347274.89,5049887.71,0,0.0,0,0,1297387.1799999997,0.20440066051716246
2012-10-31,4942677.89,3871571.88,0,0.0,0,0,1071106.0099999998,0.21670560652294496
2012-11-01,5536748.35,4440955.34,0,0.0,0,0,1095793.0099999998,0.19791273518869607
2012-11-02,1936831.08,1547786.14,0,0.0,0,0,389044.9400000002,0.20086673743380873
2012-11-03,2911848.61,2151815.97,0,0.0,0,0,760032.6399999997,0.2610137894497199
2012-11-04,2658832.75,2131401.7,0,0.0,0,0,527431.0499999998,0.19836939724772076
2012-11-05,3332448.46,2732792.99,0,0.0,0,0,599655.4699999997,0.1799444094028088
2012-11-06,3439495.01,2809375.18,0,0.0,0,0,630119.8299999996,0.1832012630249461
2012-11-07,1969815.91,1538155.1,0,0.0,0,0,431660.8099999998,0.21913764012597495
2012-11-08,2197716.17,1723412.77,0,0.0,0,0,474303.3999999999,0.21581649462951347
2012-11-09,2920310.06,2308918.6,0,0.0,0,0,611391.46,0.20935840627827032
2012-11-10,3124993.27,2475389.25,0,0.0,0,0,649604.02,0.2078737340768737
2012-11-11,3484874.3,2713727.18,0,0.0,0,0,771147.1199999996,0.22128405607054455
2012-11-12,3806978.06,3077336.49,0,0.0,0,0,729641.5699999998,0.19165899001792508
2012-11-13,3848498.06,3048755.92,0,0.0,0,0,799742.1400000001,0.20780629937487877
2012-11-14,3213518.64,2550177.92,0,0.0,0,0,663340.7200000002,0.2064219300747545
2012-11-15,2996358.37,2282178.26,0,0.0,0,0,714180.1100000003,0.23834936339740975
2012-11-16,2851503.98,2255928.16,0,0.0,0,0,595575.8199999998,0.20886375196292023
2012-11-17,3258479.4,2499839.57,0,0.0,0,0,758639.8300000001,0.2328202013491324
2012-11-18,3292697.97,2632996.71,0,0.0,0,0,659701.2600000002,0.20035280065483813
2012-11-19,4654711.93,3714724.53,0,0.0,0,0,939987.3999999999,0.20194319522583215
2012-11-20,3532139.01,2841184.71,0,0.0,0,0,690954.2999999998,0.19561922620933309
2012-11-21,3144567.59,2465022.82,0,0.0,0,0,679544.77,0.21610118102120363
2012-11-22,2661394.83,2082526.75,0,0.0,0,0,578868.0800000001,0.21750552510091112
2012-11-23,3625609.77,2879673.14,0,0.0,0,0,745936.6299999999,0.2057410138764051
2012-11-24,2283866.51,1759438.38,0,0.0,0,0,524428.1299999999,0.22962293448578128
2012-11-25,2891169.43,2288045.69,0,0.0,0,0,603123.7400000002,0.20860892265314254
2012-11-26,3626699.25,2942841.67,0,0.0,0,0,683857.5800000001,0.18856197684437168
2012-11-27,4703189.22,3751057.26,0,0.0,0,0,952131.96,0.20244389827037407
2012-11-28,3980270.66,3143037.5,0,0.0,0,0,837233.1600000001,0.21034578588180738
2012-11-29,3116036.61,2564940.27,0,0.0,0,0,551096.3399999999,0.1768581082235744
2012-11-30,3184691.98,2466641.44,0,0.0,0,0,718050.54,0.22546938432645536
2012-12-01,3064822.76,2435991.34,0,0.0,0,0,628831.4199999999,0.20517709154574407
2012-12-02,1765509.34,1464812.23,0,0.0,0,0,300697.1100000001,0.17031748469821184
2012-12-03,2315389.05,1807129.65,0,0.0,0,0,508259.3999999999,0.2195136061475284
2012-12-04,2382954.42,1864688.02,0,0.0,0,0,518266.3999999999,0.21748901097319348
2012-12-05,2286277.45,1849992.69,0,0.0,0,0,436284.76000000024,0.19082756556952446
2012-12-06,2733678.5,2184618.1,0,0.0,0,0,549060.3999999999,0.2008503926120061
2012-12-07,2065198.04,1633326.72,0,0.0,0,0,431871.32000000007,0.20911859862117632
2012-12-08,2087384.34,1719369.91,0,0.0,0,0,368014.43000000017,0.1763041060277381
2012-12-09,2430122.78,1883727.02,0,0.0,0,0,546395.7599999998,0.22484286164339393
2012-12-10,2542389.69,2015472.58,0,0.0,0,0,526917.1099999999,0.20725269303621188
2012-12-11,3699430.17,3001083.16,0,0.0,0,0,698347.0099999998,0.18877150747786647
2012-12-12,4386420.92,3545221.89,0,0.0,0,0,841199.0299999998,0.19177344020144785
2012-12-13,2326824.81,1839144.84,0,0.0,0,0,487679.97,0.20959032579680975
2012-12-14,2659317.57,2101555.8,0,0.0,0,0,557761.77,0.20973868495141784
2012-12-15,3385542.75,2693057.28,0,0.0,0,0,692485.4700000002,0.20454193644431168
2012-12-16,3484853.43,2706611.68,0,0.0,0,0,778241.75,0.2233212287496407
2012-12-17,4281691.85,3433745.61,0,0.0,0,0,847946.2399999998,0.1980399967363368
2012-12-18,4394537.67,3473710.24,0,0.0,0,0,920827.4299999997,0.20953909128738898
2012-12-19,3785472.73,3004383.53,0,0.0,0,0,781089.2000000002,0.20633861493964592
2012-12-20,3905985.95,3132486.67,0,0.0,0,0,773499.2800000003,0.19802920182034967
2012-12-21,3966203.09,3174444.37,0,0.0,0,0,791758.7199999997,0.19962636860332833
2012-12-22,3225123.87,2559516.54,0,0.0,0,0,665607.3300000001,0.20638194278100705
2012-12-23,2151580.15,1770780.57,0,0.0,0,0,380799.57999999984,0.1769860072375179
2012-12-24,3297376.6,2599138.83,0,0.0,0,0,698237.77,0.21175554226957272
2012-12-25,4917024.98,3856446.89,0,0.0,0,0,1060578.0900000003,0.21569507869370236
2012-12-26,3285221.25,2658633.45,0,0.0,0,0,626587.7999999998,0.19072925453650946
2012-12-27,4994041.71,3924374.73,0,0.0,0,0,1069666.98,0.21418863560112317
2012-12-28,8573663.31,6682336.48,0,0.0,0,0,1891326.83,0.2205972828200551
2012-12-29,7842913.37,6260959.87,0,0.0,0,0,1581953.5,0.2017048289798973
2012-12-30,6511908.92,5180121.12,0,0.0,0,0,1331787.7999999998,0.20451572900684856
2012-12-31,5573749.22,4432224.44,0,0.0,0,0,1141524.7799999993,0.2048037568507611
2013-01-01,5304546.99,4156070.2,0,0.0,0,0,1148476.79,0.2165079868582708
2013-01-02,1606940.44,1237497.84,0,0.0,0,0,369442.59999999986,0.22990435165101694
2013-01-03,2281680.01,1832133.02,0,0.0,0,0,449546.98999999976,0.19702455560365795
2013-01-04,2376895.46,1940747.07,0,0.0,0,0,436148.3899999999,0.18349498214784757
2013-01-05,2509462.77,1977027.71,0,0.0,0,0,532435.06,0.21217093409997076
2013-01-06,2603356.52,2060481.76,0,0.0,0,0,542874.76,0.20852878037618913
2013-01-07,3048100.39,2452517.39,0,0.0,0,0,595583.0,0.1953948111269393
2013-01-08,2449700.42,1973182.14,0,0.0,0,0,476518.28,0.1945210426995804
2013-01-09,2049715.7,1654806.5,0,0.0,0,0,394909.19999999995,0.19266535354146916
2013-01-10,2794331.46,2122153.07,0,0.0,0,0,672178.3900000001,0.2405507004526944
2013-01-11,2343077.25,1805692.13,0,0.0,0,0,537385.1200000001,0.22935015053387595
2013-01-12,2814596.53,2241879.07,0,0.0,0,0,572717.46,0.20348119309306475
2013-01-13,2919719.62,2279740.92,0,0.0,0,0,639978.7000000002,0.21919183459129551
2013-01-14,3077677.28,2477490.97,0,0.0,0,0,600186.3099999996,0.1950127500047697
2013-01-15,2536405.93,2094291.34,0,0.0,0,0,442114.5900000001,0.17430750526592564
2013-01-16,1849789.43,1445623.48,0,0.0,0,0,404165.94999999995,0.21849295030299745
2013-01-17,2173214.95,1763012.0,0,0.0,0,0,410202.9500000002,0.18875397024118584
2013-01-18,2099249.56,1615535.57,0,0.0,0,0,483713.99,0.23042233720892144
2013-01-19,2477132.79,2033637.15,0,0.0,0,0,443495.64000000013,0.17903587639320706
2013-01-20,2522776.58,2018671.04,0,0.0,0,0,504105.54000000004,0.19982171389905642
2013-01-21,4100379.42,3250868.59,0,0.0,0,0,849510.8300000001,0.20717859080465292
2013-01-22,3538734.12,2801650.02,0,0.0,0,0,737084.1000000001,0.20829033066773608
2013-01-23,2836455.88,2322088.98,0,0.0,0,0,514366.8999999999,0.18134140693914122
2013-01-24,2522924.71,2102458.71,0,0.0,0,0,420466.0,0.16665816396875355
2013-01-25,2823082.71,2273250.41,0,0.0,0,0,549832.2999999998,0.19476308577583257
2013-01-26,2312290.79,1869897.73,0,0.0,0,0,442393.06000000006,0.19132241581085918
2013-01-27,3818881.29,3023842.24,0,0.0,0,0,795039.0499999998,0.20818637439238125
2013-01-28,5008712.77,4035190.91,0,0.0,0,0,973521.8599999994,0.19436567930805893
2013-01-29,4833870.43,4015854.7,0,0.0,0,0,818015.7299999995,0.16922582883546583
2013-01-30,4296295.37,3414688.28,0,0.0,0,0,881607.0900000003,0.20520169450081369
2013-01-31,3378679.46,2731823.14,0,0.0,0,0,646856.3199999998,0.19145240845072645
2013-02-01,4073777.92,3289266.58,0,0.0,0,0,784511.3399999999,0.1925758731590356
2013-02-02,2351969.75,1915236.16,0,0.0,0,0,436733.5900000001,0.18568843838233892
2013-02-03,2743224.75,2293960.05,0,0.0,0,0,449264.7000000002,0.16377247252526436
2013-02-04,3599084.22,2986552.92,0,0.0,0,0,612531.3000000003,0.17019087705594182
2013-02-05,3829186.14,3181079.49,0,0.0,0,0,648106.6499999999,0.16925441237494918
2013-02-06,2313071.08,1919077.04,0,0.0,0,0,393994.04000000004,0.17033373656636613
2013-02-07,2839296.13,2338660.54,0,0.0,0,0,500635.58999999985,0.17632383769705623
2013-02-08,2648161.4,2136088.4,0,0.0,0,0,512073.0,0.19336925611860364
2013-02-09,2957587.36,2354253.06,0,0.0,0,0,603334.2999999998,0.20399542821957417
2013-02-10,3380985.73,2832001.18,0,0.0,0,0,548984.5499999998,0.1623741103456239
2013-02-11,4189315.44,3426089.62,0,0.0,0,0,763225.8199999998,0.18218389876127347
2013-02-12,3967295.55,3276616.25,0,0.0,0,0,690679.2999999998,0.17409323084084316
2013-02-13,3156812.35,2628245.52,0,0.0,0,0,528566.8300000001,0.167436886136105
2013-02-14,3286622.13,2725794.93,0,0.0,0,0,560827.1999999997,0.17063939139240195
2013-02-15,2860640.37,2293142.09,0,0.0,0,0,567498.2800000003,0.198381553288364
2013-02-16,3339909.75,2755975.45,0,0.0,0,0,583934.2999999998,0.17483535296125885
2013-02-17,3433567.61,2907659.44,0,0.0,0,0,525908.1699999999,0.1531666854231538
2013-02-18,4473211.04,3823113.82,0,0.0,0,0,650097.2200000002,0.14533122050060937
2013-02-19,4318301.23,3421155.04,0,0.0,0,0,897146.1900000004,0.2077544252279965
2013-02-20,3392471.04,2787089.48,0,0.0,0,0,605381.56,0.17844855648347702
2013-02-21,3412803.18,2676550.95,0,0.0,0,0,736252.23,0.21573240271066554
2013-02-22,3535377.38,2908690.59,0,0.0,0,0,626686.79,0.17726163932179712
2013-02-23,4286140.45,3439856.85,0,0.0,0,0,846283.6000000001,0.1974465395785152
2013-02-24,5419232.89,4431878.1,0,0.0,0,0,987354.79,0.18219456702478054
2013-02-25,9128225.25,7430696.94,0,0.0,0,0,1697528.3099999996,0.18596477009591755
2013-02-26,6762535.71,5653323.87,0,0.0,0,0,1109211.8399999999,0.16402306583901202
2013-02-27,5716765.68,4880975.48,0,0.0,0,0,835790.1999999993,0.14619983514874432
2013-02-28,4367566.41,3573846.75,0,0.0,0,0,793719.6600000001,0.18173041586332744
2013-03-01,2693901.21,2256905.73,0,0.0,0,0,436995.48,0.16221659442366856
2013-03-02,279813.94,236576.31,0,0.0,0,0,43237.630000000005,0.1545227875351743
2013-03-03,1959484.08,1505793.8,0,0.0,0,0,453690.28,0.23153557848757822
2013-03-04,1412869.43,1130489.5,0,0.0,0,0,282379.92999999993,0.19986272192186927
2013-03-05,2440470.72,1954056.55,0,0.0,0,0,486414.17000000016,0.19931161886670787
2013-03-06,3247761.18,2622451.1,0,0.0,0,0,625310.0800000001,0.19253573318466724
2013-03-07,4017685.67,3191424.08,0,0.0,0,0,826261.5899999999,0.20565610599397635
2013-03-08,3622255.55,2838056.23,0,0.0,0,0,784199.3199999998,0.21649475283432165
2013-03-09,3263371.09,2560913.71,0,0.0,0,0,702457.3799999999,0.21525513361093113
2013-03-10,3510986.19,2877727.07,0,0.0,0,0,633259.1200000001,0.1803650272973589
2013-03-11,3242639.13,2568418.97,0,0.0,0,0,674220.1599999997,0.20792327883861678
2013-03-12,3660190.99,2853606.73,0,0.0,0,0,806584.2600000002,0.2203667137052868
2013-03-13,4335373.37,3463021.54,0,0.0,0,0,872351.8300000001,0.20121723218501017
2013-03-14,6692797.3,5359353.2,0,0.0,0,0,1333444.0999999996,0.1992356917786827
2013-03-15,5330057.69,4206775.58,0,0.0,0,0,1123282.1100000003,0.21074483154421547
2013-03-16,3591734.21,2762570.88,0,0.0,0,0,829163.3300000001,0.23085319834955162
2013-03-17,4401297.64,3565497.63,0,0.0,0,0,835800.0099999998,0.18989854319418395
2013-03-18,4567013.37,3743618.37,0,0.0,0,0,823395.0,0.18029178662115455
2013-03-19,4645433.62,3929520.42,0,0.0,0,0,715913.2000000002,0.15411116777511938
2013-03-20,4992105.19,4308112.41,0,0.0,0,0,683992.7800000003,0.13701489731629637
2013-03-21,7355693.45,6496769.78,0,0.0,0,0,858923.6699999999,0.11676991106800405
2013-03-22,6603332.26,6021167.98,0,0.0,0,0,582164.2799999993,0.08816219706624294
2013-03-23,6009508.61,5393148.03,0,0.0,0,0,616360.5800000001,0.10256422280090552
2013-03-24,5088153.2,4610104.28,0,0.0,0,0,478048.9199999999,0.09395332671980079
2013-03-25,4694308.82,4169990.65,0,0.0,0,0,524318.1700000004,0.1116923044700754
2013-03-26,5731432.22,5192620.7,0,0.0,0,0,538811.5199999996,0.09400992619607383
2013-03-27,6872130.59,6081507.57,0,0.0,0,0,790623.0199999996,0.11504772932436366
2013-03-28,8099154.93,7239463.63,0,0.0,0,0,859691.2999999998,0.10614580254732821
2013-03-29,8381683.44,7644413.84,0,0.0,0,0,737269.6000000006,0.08796199537690969
2013-03-30,11636994.38,10600188.31,0,0.0,1,1,1036806.0700000003,0.0890956922503902
2013-03-31,9455023.8,8513517.85,0,0.0,0,1,941505.9500000011,0.09957732205814236
2013-04-01,10313848.23,9188774.52,0,0.0,1,1,1125073.710000001,0.10908379538953142
2013-04-02,8250013.05,7374699.1,0,0.0,0,0,875313.9500000002,0.10609849277753569
2013-04-03,8740749.51,7769943.74,0,0.0,0,0,970805.7699999996,0.11106665039300498
2013-04-04,4270660.8,3779960.51,0,0.0,0,0,490700.29000000004,0.1149003194072449
2013-04-05,3073716.42,2637291.44,0,0.0,0,0,436424.98,0.141986091221779
2013-04-06,3663196.56,3221790.63,0,0.0,0,0,441405.93000000017,0.1204974733870137
2013-04-07,2924734.26,2598895.09,0,0.0,0,0,325839.1699999999,0.1114081284089037
2013-04-08,4670874.28,4351446.44,0,0.0,0,0,319427.83999999985,0.06838716284181381
2013-04-09,4293257.18,3845242.09,0,0.0,0,0,448015.08999999985,0.104353191811351
2013-04-10,6011834.78,5327749.04,0,0.0,0,0,684085.7400000002,0.11378984370558504
2013-04-11,4244755.76,3794688.65,0,0.0,0,0,450067.10999999987,0.10602897680030474
2013-04-12,4282161.81,3850989.97,0,0.0,0,0,431171.8399999994,0.1006902259025096
2013-04-13,5214391.75,4691901.42,0,0.0,0,0,522490.3300000001,0.10020158727046162
2013-04-14,4506492.03,3873550.82,0,0.0,0,0,632941.2100000004,0.1404509773425696
2013-04-15,5167610.5,4514315.72,0,0.0,0,0,653294.7800000003,0.12642105669535278
2013-04-16,5887221.88,4755791.57,0,0.0,0,0,1131430.3099999996,0.19218407817168928
2013-04-17,8104639.53,6617328.78,0,0.0,0,0,1487310.75,0.1835134979778675
2013-04-18,6536742.64,5253454.75,0,0.0,0,0,1283287.8899999997,0.19631917006296576
2013-04-19,5871312.85,4657092.08,0,0.0,0,0,1214220.7699999996,0.20680566698127822
2013-04-20,6012115.71,4722140.67,0,0.0,0,0,1289975.04,0.21456257700668904
2013-04-21,6323547.99,5021941.78,0,0.0,0,0,1301606.21,0.20583479591810608
2013-04-22,7292352.56,5866886.82,0,0.0,0,0,1425465.7399999993,0.1954740570030804
2013-04-23,8757473.08,6907927.03,0,0.0,0,0,1849546.0499999998,0.21119631577560039
2013-04-24,9358565.61,7286897.36,0,0.0,0,0,2071668.249999999,0.221366001621695
2013-04-25,9127283.0,7206948.14,0,0.0,0,0,1920334.8600000003,0.21039501678648512
2013-04-26,6156392.84,4860244.05,0,0.0,0,0,1296148.79,0.21053705045891777
2013-04-27,6420235.09,5103697.51,0,0.0,0,0,1316537.58,0.2050606498896912
2013-04-28,9099343.31,7234100.22,0,0.0,0,0,1865243.0900000008,0.2049865607279742
2013-04-29,13160942.22,10423989.71,0,0.0,1,1,2736952.51,0.2079602253583938
2013-04-30,11190466.86,8842281.65,0,0.0,1,1,2348185.209999999,0.20983800223684315
2013-05-01,13051232.31,10395426.51,0,0.0,1,1,2655805.8000000007,0.20349080737495512
2013-05-02,11179665.29,8989067.99,0,0.0,1,1,2190597.299999999,0.19594480185014546
2013-05-03,8173550.12,6507576.59,0,0.0,0,0,1665973.5300000003,0.2038249604567177
